id,age,length,nviews,rating,nratings,ncomments,,
6aq1qnb16ss,1236,445,1956,4.62,58,29,,
Yj5kymsxcrw,1223,478,3554,4.78,86,76,,
sUAnbyNDq0E,1236,509,72,5,1,1,,
2AMvTwRjAWk,1199,549,1754,4.65,20,30,,
EOHLXLebDf4,1238,505,94,5,2,0,,
YHOP2LF4_HI,1188,390,347,5,5,9,,
OjBotGH_AEY,1208,132,387,5,8,2,,
GZJv2eNTFnQ,1237,186,164,3.86,7,4,,
0k50EFp_LSA,1228,177,310,5,6,8,,
wZ-ZouNv2Og,1238,68,157,5,4,3,,
RijLT_a_Ii8,1238,611,597,5,3,19,,
aT_iLeDlw2o,1240,62,42,1,1,0,,
V1Mmv40IbMI,1237,531,94,5,1,8,,
qI__Rjaa4sc,1253,576,451,4.64,14,39,,
385gboyFlIc,1208,240,6836,5,10,5,,
3eEOF45p0cA,1111,231,536,4.25,8,3,,
SYReXAMvbBw,1246,658,133,5,8,14,,
IxrjZSqpyrQ,1252,79,617,4.9,21,18,,
ZVsvi5-noDA,1230,263,2728,0,0,178,,
sENi8LSeiC0,1248,25,312,0,0,0,,
VPIKpwsfuDI,1254,415,49,0,0,1,,
ZiRoJZEBRKU,1253,446,178,4.6,10,7,,
_TtZVYQpRKo,1253,221,115,4.5,4,5,,
U_1S2dtAY20,1254,438,47,5,2,1,,
FaJVygj29Zc,1253,117,75,4.8,5,5,,
PtXbjikOlTU,1254,102,46,5,1,0,,
TGoDX7cPxwk,1254,93,13,0,0,0,,
PL2c9J6LrDQ,1254,78,38,0,0,0,,
iXuoYB3wc5A,1253,542,120,5,1,3,,
e0IL4jOUi0Y,1233,142,746,4.08,13,17,,
4-Et1ZLEqzs,1230,159,1851,3.14,7,12,,
HMs1ToCJtOE,1233,533,1313,4.64,14,11,,
InNzX_ZJbEQ,1233,355,893,4.71,17,16,,
F6k-1iSt8O4,1231,610,687,4.69,51,58,,
D_fKz2caXME,1234,633,391,4.69,13,8,,
VErCQdg7mtM,1231,289,1615,4.96,28,32,,
DKwx6cE_tMA,1227,474,2558,4,8,10,,
AuvLlOv24-8,1232,582,95,5,1,6,,
IndaamVXifE,1233,169,8090,4.47,19,13,,
v8F_Glg669A,1230,43,164,3.67,3,1,,
1OL7HDGsc5Y,1233,16,995,4.2,10,5,,
oww-_TOPG3s,1232,492,150,4.64,11,13,,
OTQ2QGN3WyY,1233,541,2979,4.72,75,31,,
EklU1kOiGEY,1233,598,607,4.6,10,12,,
fvARj4bvbG0,1233,427,1655,4.49,49,82,,
UXbsM4pSsGA,1231,577,707,3.86,14,21,,
_jIhc7mCOtE,1233,574,238,4.33,12,12,,
Gj1jhk_KFBo,1229,560,177,3,5,8,,
itq3_cXY0NQ,1228,221,167,3.88,8,10,,
5W9Wl18agSQ,1232,234,151,3.86,7,6,,
eS7ufM7XkVg,1230,51,139,3.67,6,6,,
hgVurCGNitg,1232,193,106,2.4,5,1,,
g_u0I7_Mynk,1231,75,332,3,6,11,,
immtfL38ldQ,1195,636,937,4.25,36,26,,
6ric_B7Hcdo,1229,600,883,5,13,21,,
0DDR5ZL7cgc,869,614,778,2.5,8,8,,
AaF8tvdJ4OY,1232,221,111,3,4,4,,
YomKIxL-YzQ,1125,519,264,4.5,2,3,,
dwdICD2p6t0,1243,442,108,5,6,20,,
YkmHnif9oEY,1249,33,28,5,1,1,,
1XTgnJg3RCw,1145,215,1604,5,12,16,,
HQRtoOv-sy4,998,72,170,4.67,3,3,,
PoGOHtu3uZo,711,190,6949,4.44,9,0,,
hCL_AbRLGJY,1249,187,129,5,7,3,,
hQBo537vxko,1249,536,790,4.79,19,12,,
731Gw8P4gxQ,1254,467,343,5,55,53,,
P4k5LIkFHgE,1251,596,182,5,10,9,,
UQvJzsO8tlQ,1250,215,540,4.76,21,25,,
JpNGVIBpCzw,1206,146,291,5,5,15,,
MViOGaOlptI,1245,366,2430,4.81,73,61,,
Kxx9-cKMbLc,1249,369,2469,4.93,91,97,,
1xr5oI-2lLw,1248,303,2337,4.9,78,93,,
76qzTecojh8,1249,243,1531,4.92,36,29,,
2OxCRJ8acaU,1252,275,74,4.67,3,0,,
oeMCeDjurT4,1252,240,113,4.67,6,6,,
Tdv5PA2Ne1M,1243,343,426,4,8,12,,
lYPvSWDyMVA,1104,28,3767,4.6,10,9,,
3-Av4jqAmbI,1251,165,70,5,1,1,,
ucNTm_IOhQM,1241,630,2936,0,0,50,,
#NAME?,1247,583,1822,4.88,52,60,,
vzSi8gYeV5Y,1253,337,334,4.91,11,10,,
BJUto-9eeng,1252,438,118,5,5,5,,
LELU6WsQ6rc,1248,342,849,4.96,24,24,,
lYILhJOp5_Y,1248,591,492,5,14,24,,
u1BjRbT_sMM,1252,485,376,5,14,31,,
8S8EbEP-7i8,1130,594,321,4.64,11,16,,
bD1KhAIZGfU,1252,118,108,5,2,1,,
9_9RaOefIvE,1252,84,30,0,0,0,,
u1F8rALsgLU,1254,172,2435,4.57,28,34,,
lEf4b7xKOA8,1252,146,105,5,1,8,,
dMej_N6A4K0,1239,504,615,4.93,27,36,,
qi2c5UxQhfM,1252,608,463,4.94,34,34,,
VK2pjEFAmDQ,1252,551,408,5,5,8,,
Bjy-IB3TZZU,1251,598,314,5,20,34,,
UzRi5BMunVc,1186,591,921,4.88,8,7,,
tjZV2ZmcmGQ,1186,375,765,4.75,4,10,,
KiIkWXwyzDE,1171,2,38,0,0,0,,
WfQB5ppR3Qo,1210,162,354,5,4,2,,
m9tVtjO1KVc,1240,156,308,5,3,1,,
7TGPdi6trNw,1232,307,20,5,1,1,,
BwkK6QYIbTA,1251,164,287,4.33,3,2,,
S4BQKsrENMI,1253,444,17,4,1,2,,
Xvo9lI1hndQ,1246,554,31,5,1,0,,
rFZ4D685gc8,1252,495,24,0,0,1,,
e3_lf7XSNck,1111,430,365,5,4,5,,
fHMXUbttz_8,1236,107,143,5,4,8,,
N08MxEK25lw,1238,562,1617,4.93,28,32,,
z5D6RHcjvf0,1248,461,1212,4.78,23,25,,
hX11Tp5Hmkk,1234,464,1288,4.97,29,44,,
5BxPDiNZqIo,1235,271,1018,4.93,27,39,,
mzElz-SOwyY,1238,592,1698,4.97,37,57,,
dxq2T-zmTgY,1246,556,838,4.85,26,38,,
-3k6KJ-2Kaw,1236,452,916,5,38,64,,
jrz6BzGiDdU,1219,172,5317,4.75,40,64,,
a6e04ta1UjY,1208,490,3321,4.84,80,100,,
Zn2rvn5S62s,1166,346,1565,5,7,13,,
KJY2b22Q_kE,1180,495,840,3.33,3,5,,
20opSNjwo4E,1183,379,1219,3.71,7,5,,
3tD2NBch4S0,1147,316,961,4,2,11,,
TV2U_01iVB4,1083,338,800,3.5,4,3,,
XjaoJaY1Aus,1129,321,797,5,1,10,,
RhxB6Xh4ZUc,1049,470,1445,3,4,8,,
rejgSYXqwNQ,1134,254,584,5,1,6,,
s47R4s820BA,1183,326,397,3.67,3,3,,
Bmb6rZZoyg0,1240,118,396,5,27,0,,
seMNOefJdTE,1254,558,65,5,3,0,,
iGZ3InNEo8Q,1086,220,21257,4.79,39,20,,
kVAulPCbnK8,878,266,39241,5,44,20,,
_MRKG2Y-YPc,1254,590,92,5,3,0,,
tIq5HQwe-6k,755,363,87065,4.87,309,109,,
hOSrKNVF2VI,1090,325,43361,4.91,153,104,,
oGA5_4e7e5E,855,191,19147,4.79,39,23,,
hcuLXn841qQ,810,193,2764,4,1,2,,
TVwPyLLbdkI,653,318,2100,4.33,3,1,,
NhBhTOSNaCk,480,39,1756,4,2,0,,
xHMh-bUTw2c,549,66,2439,4.4,5,4,,
GOutLEdaqng,785,187,1506,5,1,0,,
TvgIH5er-OQ,875,120,911,5,1,3,,
zTQlg3OTdSQ,579,250,1641,5,1,1,,
1uZbQKs3Ivk,670,248,4469,3.33,9,9,,
5b656XJUcIU,867,213,828,3,1,0,,
7krnJLVyxsA,899,166,939,5,4,6,,
BbbweN1j2t4,804,177,600,0,0,0,,
DTsA-a8WweE,893,15,369,0,0,0,,
4c_paGd82MI,602,66,5418,4.75,4,15,,
n2Vp27G5ZQY,910,92,1940,2,3,11,,
jxclGhH7P_k,971,224,1109,5,1,1,,
h4NVdUgSbWQ,1002,374,6524,4.5,8,6,,
huwxB2joJAI,842,381,818,3,4,0,,
g6M6JQ29iys,604,541,919,3,1,1,,
Nfk53RzPy_g,950,59,545,0,0,1,,
UTHeXtDgG8w,769,127,2024,4.57,7,1,,
vKB2c2sWrWo,854,115,855,0,0,1,,
W1ZBDpQAsuc,565,328,5365,4.78,9,7,,
5UWahCSZ4Rw,670,167,2354,2.67,3,7,,
rze_AW8ycUE,1137,344,186,5,2,4,,
Yam1amdZBwM,1146,171,2362,3.79,14,22,,
OqtlhKWMRcc,1139,181,469,5,9,5,,
N1hZCUrSHuk,1139,104,69,2.6,5,1,,
js9hQ4_KbpE,1106,74,170,3.67,6,5,,
cRG0-SeftFU,910,27,474,3,2,4,,
P1mIB2Bx4IA,1063,211,2593,3.12,25,95,,
0t1oX2FvTMo,1094,525,172,5,3,4,,
r30Z8SoHtaQ,1129,161,108,4.2,5,6,,
UKTtdJD3RdE,1180,257,183,2.8,5,4,,
4bKMWqEHUZw,1182,216,155,4,4,2,,
rIpDEglpvIw,1083,261,824,4.43,7,4,,
p-1UNF6gbLM,1170,225,78,5,1,1,,
k-NhFlDlZwk,1202,198,108,1,1,0,,
LKqgggmYxYM,1038,177,160,2.33,3,3,,
TzlNpfb3WfU,1202,352,268,3,4,3,,
XVfyqw3B76w,1171,144,260,5,2,4,,
hcoAokOPnZI,1168,158,3713,4.78,27,8,,
yRrcFvGZty8,807,62,312,5,1,2,,
lPeFiRvucUs,1133,259,369,4.33,9,4,,
aW9d36TR2AA,1013,119,1560,3.67,3,4,,
6pJCGw3gW3Q,1146,45,705,5,3,3,,
Oz_chOp6ckQ,1202,289,164,3,2,0,,
Sjl8topZ7xM,1130,256,1024,5,2,1,,
2ds41023CTs,1122,225,1222,4.38,13,24,,
lXvZUzEgVVo,1116,53,3049,4.43,7,15,,
SvsY8Jzeu4U,912,154,78746,4.36,50,86,,
bZG43HPrBPY,1250,131,2599,4.62,8,15,,
LBMlE_eEDH0,1226,61,2466,5,8,6,,
iDSAW4ojgCA,1103,13,280,5,1,1,,
LwBSsfo9VF0,981,172,14639,4.55,20,20,,
8X0fd5tx2Lg,896,228,39633,4.56,41,24,,
IXxdDd1HawE,1008,181,12576,4.84,25,8,,
4Yn8VKmAiXk,954,14,1181,0,0,0,,
7sivFr7KIBk,983,106,2384,5,4,2,,
BNPKJbxLxQs,1223,97,629,0,0,1,,
95-6cdbIPrA,867,59,20746,4.83,12,5,,
DYsd4Kl1gjs,973,111,3493,4.86,7,3,,
kr-mCCvpj-I,902,128,14513,3.92,13,7,,
vc_zCZ7JuHA,537,25,14710,5,6,4,,
3JEgNSCmzYY,896,74,2759,5,2,1,,
zIWW1BG7LoI,1184,239,166,0,0,0,,
zZ7s8HtdhWY,535,10,67713,4.23,22,13,,
XbQqVPmiN0M,1008,102,2267,5,6,1,,
AAz8xoJEyAE,1199,120,9172,4.6,25,17,,
Q2LyAQhx4Ms,1058,236,29078,4.94,53,32,,
jAGvQm0LgTU,1160,540,2003,5,4,6,,
Rc3WKn1IZQM,1160,212,1078,4.6,5,4,,
VqYn3G3dy1w,1167,190,4131,5,5,8,,
6uchOVIAE8g,1217,274,1814,4.57,7,3,,
RJveKj0NB9o,1204,93,1112,5,2,1,,
xa4rmaTKQZE,1223,553,6143,4.14,7,3,,
Ju2zSCdnu5M,1167,79,1378,4.43,7,0,,
sxe6OSX766Q,890,259,626,0,0,0,,
rpKi3MUIVz4,1183,211,2767,4.86,7,5,,
jAF3de37IGs,1095,215,846,5,1,1,,
lBom5IugG94,1116,424,558,1,1,0,,
hlCta5DVB_o,1244,529,552,0,0,1,,
rwYfC1y8WZ8,1203,152,212,4.71,14,9,,
dAoexbcRkdc,649,168,1215,2.8,5,0,,
cTu5QYbTEm0,1219,660,88,5,2,0,,
6luv5zUZg_s,1201,49,185,4.78,9,15,,
MuLMUrC6yI8,972,144,1978,4.43,7,7,,
jCDVyExVMMY,1206,575,45,0,0,0,,
YIFJ2mA-LCI,1090,161,145,0,0,0,,
eQ3_lzDQxAc,1202,203,165,5,8,5,,
ubP6IYJA_qg,1198,186,225,5,6,5,,
nTTHLDX05RI,950,28,425,1,1,0,,
C2d6od0pdbs,1131,84,92281,3.99,956,883,,
ihREXyxHUow,1083,35,94525,4.83,160,372,,
uATxUp8dh9I,1084,447,7566,3.64,11,11,,
IkHOkzACRX0,1085,14,7884,4.78,18,26,,
KKA0EjjAkdA,1070,48,2740,5,10,6,,
1cs-V8bRazE,1084,34,19613,4.87,23,32,,
ydNjixpnDTw,1083,44,21440,1.21,76,27,,
q-oCwrxkoVU,1083,70,29553,4.92,93,136,,
U4BbyekJ4K4,1019,290,10526,3.87,30,46,,
sZSYM4UWD7M,799,43,6005,4.36,11,0,,
cyD3VjEwKdw,1099,39,6249,2.45,11,18,,
wfgRgVit9tw,761,6,5323,5,2,1,,
1FEkr7vKPjg,799,20,2090,5,2,2,,
QKUHReguh4s,799,22,1403,4.5,4,0,,
m_TcgJXoTpI,761,6,1020,0,0,0,,
8ewJPe-40rY,1180,95,964,4.86,7,5,,
235GKpiABXI,1096,42,5064,4.74,19,7,,
cNPQFG93LtM,1182,20,425,0,0,0,,
s_upZz2kjDg,1183,35,281,0,0,0,,
XxbRzOjglvc,1181,18,118,0,0,0,,
cNH_TWlLauM,944,37,18388,3.63,27,36,,
su83kHKZmDc,935,27,20175,2.08,50,20,,
bBN4W_jsUX8,1180,40,499,5,2,4,,
aLPyx69fmUc,1121,99,2527,4.86,7,6,,
tt7vfw_B45A,1176,65,586,0,0,3,,
bQAd0IzfSc8,888,32,4986,4.57,7,6,,
TfRMY1H-k7U,794,17,19067,4.13,39,17,,
nxofowbwoHw,1183,5,550,0,0,0,,
xia6oYx7nZ8,1196,38,213,4,1,0,,
FB44zM08FU8,750,39,26839,4.47,32,43,,
Q6yYpgl4zE0,739,105,10943,4.07,29,49,,
k3hj0stz0RM,887,29,12151,4.88,17,22,,
hQzEvYMHBOg,715,226,10742,4.9,50,21,,
wBN-A-_rol4,799,7,1831,5,1,0,,
N9P-U2ihJBQ,761,7,694,2,1,0,,
7r1VPRJmxMU,552,33,9618,3.52,27,20,,
u4-Qp4p_pKQ,999,110,727,4.5,2,0,,
MsJxuYoCiXE,761,7,1017,5,1,0,,
fGLfjI561D0,609,30,7153,4.57,14,13,,
hKOFRvkDX64,1158,49,642,0,0,1,,
i4iv1Vj3eIQ,1147,106,286,5,1,0,,
srW92n3nkVQ,1243,16,27,5,1,1,,
F1mTp4idngA,1189,136,170,0,0,1,,
A9zwqaHmV_c,1195,68,58,5,1,1,,
lttue6inH58,995,165,417,5,1,1,,
oNssAkQWMJI,1200,50,94,0,0,1,,
Vakl_9TbdMQ,903,13,1572,3.4,5,4,,
jgVCwa700IE,873,34,1321,1.24,17,1,,
osDn7f854dQ,856,11,21745,5,8,10,,
CCTDJeSHKVg,1231,124,13401,4.64,270,292,,
vT1v5uAbY_A,1231,57,829,2.33,3,2,,
yuF4Dz5CmWE,1230,40,1115,3.25,4,7,,
OL5qRj1brdY,1238,83,4582,4.38,29,37,,
w0GAklE5qvs,1230,207,1853,2.4,5,25,,
iNjYYzobb9o,1219,226,5550,2.19,21,45,,
dnjDQWokbvQ,1228,121,10631,4.38,40,80,,
9eYuMqQtLOI,1229,67,6747,2.55,29,62,,
z2h_NGz-pDg,1246,50,1533,3.3,10,6,,
Kd5ATUv_Dx8,1230,79,4116,4.07,61,47,,
gUA1iSORdTk,1233,46,6567,3.44,18,28,,
92rvNrclrUc,1230,197,950,3.67,3,6,,
7tB4Mb12g2s,1234,124,4482,4.66,83,87,,
EgBa0rFqnKA,1086,231,9150,4.48,25,16,,
gA8c5Q4EGUc,1027,250,43136,4.6,70,82,,
9R2z49kfNp8,1095,238,2292,4.67,3,2,,
rts-n1Mw-8k,1132,126,592,5,3,1,,
LWAfDa77jLo,1151,232,1985,3.67,3,2,,
fTMgJc646VY,1083,232,4043,5,6,15,,
0i7a6iB1GZU,1199,232,74,0,0,0,,
c-PSq-ZBKe0,1206,232,126,0,0,0,,
jAuNrhCVi9g,1138,232,454,5,3,1,,
sqpUMZDtrDs,1165,232,217,0,0,0,,
ycaLkKB6GDI,1185,40,107,0,0,0,,
XXTwMvXSKUM,1103,239,132,5,1,4,,
h8ZQ4aUEqIg,1245,235,67,3,2,1,,
zG1WN9puSFc,1074,233,948,5,8,4,,
56md8niZR6o,1173,232,110,2,4,3,,
ICmupNdnoDw,1244,17,17,0,0,0,,
M1hh9Xj4Bmg,1244,47,26,0,0,0,,
yJXyMT7jE9I,1242,268,751,4.43,7,24,,
4nAIL4JqE2w,1244,9,8,0,0,0,,
x4SHItH_QRI,1244,23,20,0,0,0,,
1ug2-8S8M9Q,1243,166,30,0,0,1,,
44GPcNV3Xi4,1243,26,388,0,0,0,,
wEOAWsFMHG8,1244,227,826,5,1,2,,
UTmeUdJAfTU,1199,270,409,5,12,14,,
dfWQl7qFj74,1198,227,2670,4.5,10,3,,
ASAyi1ojQvc,1207,214,233,0,0,0,,
wpN00Y9_Cr4,1190,211,1523,3.71,7,12,,
8ZRMVOdsfRw,1179,237,92,5,2,4,,
n5gXjmsI0dc,1254,87,941,5,5,17,,
lUG3x-J7ut8,1254,171,544,4.71,7,0,,
KrOL5C12v4M,1254,103,317,5,4,1,,
QA58HFAuGr4,1254,518,323,5,1,1,,
2ZcgcYjM6g4,1250,266,18047,4.83,159,295,,
6T0zUKscSss,1254,211,551,5,9,6,,
M54mtO3vvXM,1246,259,941,5,1,4,,
zklvBtp_jZ8,1248,248,1566,4.71,7,8,,
ZDVPHQuiTr4,1194,260,32513,4.87,46,50,,
L5ueHfMpdi8,1256,298,528,5,2,3,,
bOGW9pSEMIY,1256,298,1396,4.38,21,14,,
6NXcvTd3Q4g,1258,298,31,0,0,0,,
CeyaBVEQ1LU,1258,298,11,0,0,0,,
EequwYtZ5IM,1257,298,21,0,0,0,,
bQrudm0pbmA,1256,298,92,3,2,1,,
r60K_7MqHDE,1214,227,3393,3,4,21,,
hEA4VKUOqMs,1211,187,6733,5,13,6,,
sfw3TCK-Lec,1209,121,5273,5,8,8,,
GX1EouFNW0c,1211,50,3222,5,5,6,,
RC3RsEqgQHg,1177,212,7777,1.44,16,34,,
VThHiGIvfr0,1212,49,1217,1,1,0,,
einMmRtE2HY,673,142,97693,4.92,308,0,,
8HIWAFCj6uc,465,14,29167,3.33,12,6,,
9Ev0TwyVx-Q,1221,181,534,4.43,7,2,,
cg24bX7kngI,901,370,30390,4.49,75,39,,
miiZPJpUKj0,735,207,12642,4.95,41,37,,
NrFzYLURws8,1032,318,11596,4.93,15,11,,
3LMGMMD_3cE,1065,245,1255,5,2,2,,
JW4HIpyjK40,893,295,482,1,1,0,,
ikg6iAq6SUY,1064,306,8146,5,8,3,,
ggPpWHlRK6k,674,309,23570,4.7,56,25,,
BJcqI1ke-FQ,928,214,7486,4.7,10,6,,
yj7kQ7zK9fw,1065,112,693,5,2,1,,
4y_TdrgKhY0,1065,163,406,0,0,2,,
3iUXy3NvV0k,729,256,26039,4.81,21,16,,
J-_cIgi1Tto,552,117,28188,4.43,68,80,,
Lokl5fWD-3c,805,244,14761,4.93,44,31,,
k4yS6i87hXg,1036,318,981,5,2,1,,
j60KHj9fwF0,806,186,16464,5,26,27,,
OJ-3-QaOLi4,1232,49,1714,5,5,5,,
OxwpBBPi9s4,1232,122,2268,5,14,3,,
0H4XQ-nB9Yg,1222,295,9752,4.86,14,17,,
gY4Hym_QFqE,1229,246,1239,5,3,1,,
ETk8QKhZOp0,1145,291,356,5,1,3,,
j9CneYgxAEc,1232,489,428,5,2,0,,
Og1U61wnhGU,1233,259,2989,4.29,7,3,,
WMi6KUgCZrQ,1174,272,14971,4.58,36,37,,
5a3FWOBb03c,1225,236,139,5,1,0,,
z1mBNYgJrhQ,1184,277,14304,4.96,24,13,,
Pyqfm97GkuQ,1209,248,3961,4.57,14,10,,
uuttN6GFRjQ,1220,205,748,3,2,2,,
z7WwqHATihE,1152,225,4121,5,12,6,,
BBIdyuLCgN0,1234,232,1965,5,3,1,,
laRkdbpAlJA,1234,139,2299,4.76,17,27,,
osHBADf1Hy0,1231,135,282,0,0,0,,
kvYnk4125cY,1237,239,410,0,0,2,,
r-OW6LLZF5o,1203,286,9955,4.71,24,11,,
JZ0Bbdl0CY8,1255,39,21,0,0,0,,
qzbbIAkEbRA,1242,71,246,0,0,0,,
aoi64fObAHQ,1240,135,462,3.75,4,2,,
ePbQPwZfCPU,1255,603,98,4.71,7,5,,
hzVJz0NB9N8,1255,252,181,4.5,2,2,,
8khZtsZkwE0,1184,170,805,1.33,12,20,,
qK1MxNZZt_U,1254,162,14,0,0,0,,
4Jr6NrkF_B4,1254,265,66,4.8,5,3,,
s2pOp0hWgKY,969,204,2080,5,1,1,,
ozTtbBvTq-E,1255,301,58,5,2,3,,
jwtikKMMWJ8,1255,180,98,5,1,2,,
dljvXtQ6JRE,1255,66,97,0,0,0,,
OSgUVFqKPnQ,1213,77,213,3.67,3,3,,
TjXNgwilrco,1255,600,33,5,1,2,,
TZiS9kUiv0c,1255,72,4809,0,0,0,,
#NAME?,1225,224,362,2,1,1,,
q6xBR-AC7kI,1037,229,13213,4.73,15,13,,
ivr4LfaK5MQ,1187,193,5205,5,4,6,,
KzVX1giIYbs,1231,169,3302,5,10,6,,
3eOPC7OiQ_E,1055,211,2030,4.67,6,0,,
hmdTzE521RU,1180,76,116,0,0,0,,
vtapyedLH2Y,1008,248,11552,4.58,33,27,,
reVkmA49ZgE,1170,238,974,5,3,0,,
0Nm8cM00YRQ,1224,325,1947,5,6,5,,
dqPQRfpU780,1202,167,205,0,0,0,,
oE_tW5IVTiw,1078,218,802,5,2,3,,
N9TsdMwikjo,1249,193,578,5,4,1,,
5FmFvWo30pk,1236,271,286,5,1,2,,
zah3o9IrIAQ,1236,271,465,4.5,4,4,,
B1n4m1N1kLo,1256,298,307,1,3,0,,
C4jbkbgoCas,1239,218,569,5,2,0,,
y8d2npMDXSA,1186,217,11459,4.77,22,12,,
Cw8fuG-CY1A,1218,223,915,5,4,2,,
Mr1F2vqxfCY,1241,263,817,5,7,3,,
CndXbvs86m8,1241,312,217,5,1,4,,
znLO8g5lLIE,1241,253,44,0,0,0,,
v7Ia9-JB75I,1139,255,1161,4.67,3,3,,
mwjeBythZtw,1207,222,1127,5,4,2,,
1yP9etTTouQ,,,,,,,,
IkpaGIMiZY4,1245,278,3450,5,2,10,,
LuhezAaHSW0,1246,260,318,5,3,2,,
BKAfLvwynOQ,1248,207,915,5,2,1,,
vmjFDRE7jsw,1248,237,1060,4.5,2,3,,
7CuD152jLJ8,1248,199,268,4.5,6,3,,
aG6WXKvaZzo,1248,193,705,5,4,5,,
e5ZFFNmJtdY,1242,106,216,5,2,4,,
QWhxGQ1nmLw,1248,167,269,5,3,5,,
ijrkUlRai4c,1131,236,13162,4.92,13,13,,
GJaK_OHZMH0,1248,63,197,0,0,1,,
X3bFevbyM38,1212,243,1616,5,3,1,,
smiQyfM6Q6Q,1242,308,149,0,0,0,,
YPiNAOjJjIk,1242,192,471,5,1,0,,
WmgNxgApy5E,1256,298,291,5,1,3,,
HCQqyG4R0fw,1242,192,751,0,0,1,,
sH-O2e-8InE,1235,368,314,4.25,4,2,,
EPxmubBEAK4,1238,202,1087,5,2,3,,
tquzhxbIrhE,1233,299,4563,4.33,12,3,,
IckoKtimqUM,1053,7,12249,4.65,23,0,,
6LS1FbREUFU,1018,187,140164,4.84,258,102,,
z-AjElpgb_E,1251,222,626,5,4,2,,
kl-A69vKa7c,1253,237,1034,0,0,3,,
ENIOh_01nBY,1248,253,430,0,0,2,,
e3iTL7Aq9Ik,1258,248,24,0,0,0,,
1xNQqidskeE,1256,233,131,5,1,0,,
qQofi35D_Ow,1248,235,501,5,1,2,,
k2XQ8bmThPU,1240,11,445,3.67,3,5,,
tkYZ6QX360I,1258,197,10,0,0,0,,
0w0Lnz8mrmY,1256,298,434,5,4,5,,
65gZ-x2PB3U,1249,164,739,0,0,1,,
ypTP9TDM6_c,1242,225,143,0,0,0,,
4tnqyXLz7CA,1258,270,142,5,1,2,,
4nKe7WQolt4,1257,278,57,0,0,0,,
z9nrdn8T0Mc,1256,298,69,5,1,1,,
JOHTXEjXcEE,1256,298,2105,5,3,8,,
oowwdBgMrng,1249,195,162,0,0,0,,
wIsqSCUHpcg,1249,73,38,4,1,1,,
noLY4Ng00vo,1253,135,66,5,2,2,,
wmahwg2q888,1250,94,78,0,0,0,,
PxEGUOjJXgM,1250,31,120,0,0,0,,
3jeuh3TqI6Q,1248,273,71,0,0,0,,
ZncbnHLcKzk,1249,242,120,0,0,0,,
h1lbH24Q_rc,1249,207,91,5,1,1,,
Oy7kAmffzo4,1249,195,46,0,0,1,,
AkZ1IuzGmas,1249,158,229,5,7,9,,
vRd29LRQA6E,1246,196,201,5,1,0,,
Qx7SIGgwxKU,1244,216,39,0,0,0,,
IIIXA6Hrigk,1250,281,747,4.8,5,3,,
Z8yKcRbJqk4,1249,83,16,0,0,0,,
YhIG8-XkmXY,1194,157,10569,5,9,54,,
F-Z3E3TVvjk,1193,443,26272,4.75,59,32,,
x7Zors26-JE,1187,147,3982,3.33,3,14,,
xWiF9bPigPA,1195,209,4902,5,11,6,,
YML_f31avsc,1193,239,931,5,1,0,,
thSYfZAvHUA,1247,68,985,4.8,5,17,,
zUf3WxLDuNM,1245,212,524,5,5,3,,
1pfqMLyY980,1239,221,666,5,3,7,,
7Ops-hH-jzE,1246,35,271,0,0,3,,
_lbtKmSmDjg,1250,43,369,3.8,5,8,,
x3JaYnYwNp8,965,304,2547,3.88,8,6,,
HHCByCDUgKk,902,233,2155,2.23,65,22,,
_Xvs2-qmq6o,1248,205,826,5,2,6,,
#NAME?,1248,51,198,4,1,5,,
bLJ2KeBGxHE,1257,298,106,5,3,0,,
lYbFHAxzD78,1258,179,10,0,0,0,,
1VeMBYQlTSk,1258,277,6,0,0,0,,
1SJQvkav0EE,1256,297,155,5,3,2,,
luCetLM5tw0,1251,212,43,0,0,0,,
u458UNFb3dg,1244,228,192,3.67,3,3,,
o6A_0lF4mRY,1242,215,589,3.67,3,5,,
5hzxbbcRaTs,1258,270,64,0,0,0,,
FmqGrS8Gxgo,1258,217,6,0,0,0,,
1MFpVauoHHs,1258,42,36,0,0,0,,
AmDgK6Ohx2o,1255,34,135,0,0,1,,
Jg7jZqa1INY,1255,296,57,0,0,0,,
lpYkgw7GY-A,1255,161,99,1,1,0,,
1aTuuPsPa2A,1255,28,71,0,0,0,,
eRGNnOhyhEw,1254,101,50,5,1,3,,
jL4qyxKi9ko,1255,405,61,0,0,0,,
hL_wkflg0As,1255,3,14,0,0,0,,
t1kfdVJ1ucc,1255,245,65,5,1,3,,
vGCRGR_6iUk,1255,276,40,0,0,0,,
k-04nDdkzgc,1255,328,4162,4.51,39,110,,
MPIVOIh1pfI,1255,195,1136,2.6,10,8,,
XXQCpozsQkc,1255,271,38,0,0,2,,
Qm01Y98S2RQ,1255,326,2840,4.78,23,26,,
mV1nsIGSadQ,1255,26,1805,5,4,7,,
qEZTuCBjoIo,1255,365,42,0,0,0,,
yIPYSQKi8rA,1252,330,302,4.1,10,8,,
7c1_XmZdmUY,1075,302,5569,4.85,34,20,,
ayV5xzUAalw,1036,312,6075,5,10,10,,
TYcmwPnjiYg,1255,289,52,5,1,1,,
wNXhQFOI3oM,1128,334,2146,5,10,7,,
mKcYBupyLFQ,1131,399,3106,4.9,20,30,,
